stn    time           tre200dx  tre200dn  tre200d0
ANT    20180625           14.6       4.6      10.3
ANT    20180626           17.7       4.8      11.9
ANT    20180627           17.4       2.7      11.0
ANT    20180628           15.2       1.3      10.1
ANT    20180629           18.2       5.7      13.2
ANT    20180630           21.7       6.3      15.2
ANT    20180701           22.7       6.8      16.1
ANT    20180702           24.0      10.1      17.3
ANT    20180703           19.3       7.9      14.3
ANT    20180704           21.4       6.3      14.6
ANT    20180705           15.6      10.5      12.6
ANT    20180706           13.7      10.3      11.7
ANT    20180707           17.5       5.2      12.7
ANT    20180708           19.6       3.6      13.2
ANT    20180709           20.1       5.2      13.9
ANT    20180710           16.4       5.3      12.1
ANT    20180711           14.6       4.9      11.5
ANT    20180712           17.6       2.9      11.6
ANT    20180713           20.6       3.7      13.4
ANT    20180714           21.7       7.6      14.4
ANT    20180715           21.2       8.2      14.5
ANT    20180716           20.1       4.9      14.1
ANT    20180717           20.1       7.0      12.5
ANT    20180718           21.4       3.9      14.0
ANT    20180719           21.5       5.9      14.4
ANT    20180720           23.0       6.6      14.3
ANT    20180721           14.4       6.8      11.6
ANT    20180722           15.1      10.8      12.6
ANT    20180723           17.0       7.1      12.7
ANT    20180724           22.4       3.8      15.0
ANT    20180725           22.6       8.0      16.5
ANT    20180726           23.8       5.4      15.8
ANT    20180727           24.1       6.3      16.0
ANT    20180728           20.6       9.1      13.8
ANT    20180729           24.5       6.1      15.7
ANT    20180730           24.9       8.5      18.2
ANT    20180731           25.5       8.7      18.3
ANT    20180801           27.1       9.8      16.7
ANT    20180802           23.1       7.6      16.4
ANT    20180803           24.7       9.0      17.5
ANT    20180804           26.5       9.7      18.7
ANT    20180805           25.8       9.3      18.6
ANT    20180806           27.8      11.9      18.9
ANT    20180807           24.2      11.9      18.3
ANT    20180808           22.8      11.6      16.7
ANT    20180809           22.0       9.1      15.1
ANT    20180810           13.7       9.2      11.5
ANT    20180811           16.8       7.5      12.1
ANT    20180812           21.7       5.5      15.3
ANT    20180813           19.3       9.1      13.7
ANT    20180814           15.0      11.3      12.4
ANT    20180815           18.2       8.2      13.9
ANT    20180816           21.6       5.2      13.9
ANT    20180817           21.1       6.7      13.3
ANT    20180818           18.6       5.6      13.7
ANT    20180819           20.3       7.3      14.5
ANT    20180820           21.0       7.3      15.2
ANT    20180821           23.4       6.8      14.5
ANT    20180822           23.4       5.7      15.6
ANT    20180823           21.0       8.4      15.0
ANT    20180824           17.4       9.0      12.4
ANT    20180825           10.7       4.2       7.5
ANT    20180826           11.5       1.4       6.3
ANT    20180827           17.8       0.8       9.6
ANT    20180828           22.5       1.0      12.6
ANT    20180829           23.4       7.5      14.7
ANT    20180830           12.3       8.9      10.2
ANT    20180831           10.3       7.4       9.0
ANT    20180901            8.6       6.1       7.3
ANT    20180902           12.6       5.6       8.4
ANT    20180903           12.5       5.1       9.0
ANT    20180904           15.6       4.0      10.7
ANT    20180905           18.0       2.5      11.1
ANT    20180906           17.3       4.4      11.4
ANT    20180907           13.9       8.0      11.2
ANT    20180908           17.4       4.2      10.9
ANT    20180909           18.8       2.2      11.0
ANT    20180910           18.3       4.8      11.8
ANT    20180911           21.9       2.6      12.0
ANT    20180912           21.4       4.0      13.4
ANT    20180913           18.6       9.6      14.1
ANT    20180914           15.3      10.7      12.7
ANT    20180915           16.3       8.1      12.1
ANT    20180916           17.4       5.7      13.0
ANT    20180917           19.9       4.0      13.1
ANT    20180918           19.8       8.2      14.0
ANT    20180919           19.8       4.7      12.0
ANT    20180920           20.6       3.2      12.3
ANT    20180921           22.4       6.2      14.1
ANT    20180922           13.9       4.5       8.7
ANT    20180923           23.4       7.2      15.1
ANT    20180924            7.7      -0.1       4.7
ANT    20180925           10.7      -2.0       3.4
ANT    20180926           17.4       0.8       8.4
ANT    20180927           19.0      -2.0       7.1
ANT    20180928           15.5      -1.8       8.6
ANT    20180929           17.7       4.0      11.0
ANT    20180930           16.3       1.8       8.9
ANT    20181001            6.8       1.1       3.3
ANT    20181002            7.1       0.5       3.3
ANT    20181003            9.1       3.6       6.5
ANT    20181004           17.0      -1.1       9.1
ANT    20181005           18.1      -0.5       9.9
ANT    20181006           14.5       6.4      10.7
ANT    20181007           14.9       1.7       8.3
ANT    20181008           18.1       1.3       9.8
ANT    20181009           18.5      -1.0       9.2
ANT    20181010           12.8       9.1      11.2
ANT    20181011           11.4       8.5      10.1
ANT    20181012           17.6       2.4      10.4
ANT    20181013           17.3      -0.8       9.9
ANT    20181014           13.5       7.9      10.8
ANT    20181015           10.8       8.6       9.7
ANT    20181016           15.1       1.5       8.7
ANT    20181017           16.4      -1.8       7.4
ANT    20181018           15.3      -0.8       5.9
ANT    20181019           16.2      -1.0       5.4
ANT    20181020           16.2      -3.2       4.1
ANT    20181021           11.3      -6.7       1.8
ANT    20181022           10.1      -7.1       0.2
ANT    20181023           11.1      -6.5       3.7
ANT    20181024           10.5       5.2       7.2
ANT    20181025           15.2      -1.8       5.7
ANT    20181026           12.5      -3.8       5.6
ANT    20181027            6.7      -0.7       1.1
ANT    20181028            5.2      -1.5       0.8
ANT    20181029            7.3       0.1       3.4
ANT    20181030            4.6       1.1       2.7
ANT    20181031            4.7       2.3       3.4
ANT    20181101            5.4       2.1       3.6
ANT    20181102            6.1       2.5       4.2
ANT    20181103           11.1       1.9       6.7
ANT    20181104           12.2       6.6       9.7
ANT    20181105            9.4       5.9       7.2
ANT    20181106           10.1       5.3       7.4
ANT    20181107            8.6       4.1       6.8
ANT    20181108            9.8       4.0       6.4
ANT    20181109            8.3       5.6       6.9
ANT    20181110            8.6       5.9       7.3
ANT    20181111            9.2       6.7       7.7
ANT    20181112           10.3       7.2       8.5
ANT    20181113           10.6       1.4       6.4
ANT    20181114           12.6      -3.9       2.6
ANT    20181115           10.6      -5.5      -0.3
ANT    20181116            9.8      -5.7       0.7
ANT    20181117            3.4      -6.2       0.3
ANT    20181118            3.0      -5.4      -2.2
ANT    20181119           -1.4      -5.1      -3.4
ANT    20181120            1.4      -4.3      -0.7
ANT    20181121            6.3      -4.8       1.9
ANT    20181122            6.5      -6.6      -0.5
ANT    20181123            4.0      -2.5       2.0
ANT    20181124            6.4      -2.2       1.8
ANT    20181125            4.7      -5.8       0.2
ANT    20181126            0.0      -6.5      -2.7
ANT    20181127           -1.4      -3.0      -2.2
ANT    20181128           -1.2     -10.4      -5.0
ANT    20181129            7.7      -5.6       2.8
ANT    20181130            4.5      -0.8       1.8
ANT    20181201            4.0      -4.9      -0.2
ANT    20181202            4.6       1.1       2.5
ANT    20181203            8.4       0.3       3.8
ANT    20181204            2.9       0.5       1.9
ANT    20181205            7.3      -0.8       3.1
ANT    20181206            6.3       0.2       2.6
ANT    20181207            9.1      -2.0       3.1
ANT    20181208            1.4      -1.9      -0.6
ANT    20181209            3.1      -1.7       0.4
ANT    20181210           -0.2      -3.0      -1.7
ANT    20181211           -2.3     -15.7      -5.6
ANT    20181212           -8.8     -25.4     -17.8
ANT    20181213           -4.0     -10.9      -7.1
ANT    20181214           -5.9     -17.4     -10.9
ANT    20181215           -2.0     -20.7     -14.0
ANT    20181216            0.4      -6.7      -2.3
ANT    20181217           -0.3     -10.0      -2.2
ANT    20181218            2.9     -13.8      -3.9
ANT    20181219            2.4      -3.1       0.3
ANT    20181220           -0.4     -12.1      -6.6
ANT    20181221            3.9      -6.2       0.8
ANT    20181222            7.1       0.7       2.9
ANT    20181223            3.4       0.8       2.0
ANT    20181224            6.0     -10.4      -0.1
ANT    20181225           -6.6     -18.9     -13.2
ANT    20181226           -5.1     -17.4     -11.6
ANT    20181227           -3.0     -15.4     -10.0
ANT    20181228           -1.1     -14.8      -7.4
ANT    20181229           -2.7     -14.9      -9.6
ANT    20181230            2.2      -5.2      -0.8
ANT    20181231            1.4      -3.5      -0.3

stn    time           tre200dx  tre200dn  tre200d0
RAG    20180101            8.0       1.8       5.3
RAG    20180102            6.3       0.9       3.7
RAG    20180103            9.8       1.1       4.0
RAG    20180104            4.5       1.4       2.7
RAG    20180105           10.2       1.8       5.4
RAG    20180106           15.0       0.2       8.5
RAG    20180107           14.5       6.7       9.5
RAG    20180108           15.3       7.6      11.3
RAG    20180109           13.8       5.3       8.8
RAG    20180110            9.8       1.0       4.7
RAG    20180111            7.4       1.3       4.0
RAG    20180112            4.4       1.0       3.5
RAG    20180113            5.0      -1.3       1.1
RAG    20180114            0.7      -3.5      -1.0
RAG    20180115            7.9      -2.0       2.9
RAG    20180116            6.1       2.2       4.1
RAG    20180117            4.5      -0.2       2.8
RAG    20180118            3.2       0.3       1.6
RAG    20180119            5.9       0.9       3.3
RAG    20180120            4.4       0.6       1.9
RAG    20180121            6.2       0.3       1.8
RAG    20180122            3.5       1.0       2.3
RAG    20180123            7.1       2.2       4.1
RAG    20180124           10.0       2.3       6.0
RAG    20180125           13.2       4.8       9.1
RAG    20180126           13.3       2.8       7.6
RAG    20180127            8.8       1.8       5.5
RAG    20180128            8.2       1.4       4.9
RAG    20180129           10.9       0.9       4.8
RAG    20180130           10.4       1.9       5.0
RAG    20180131           10.5       0.9       5.6
RAG    20180201           10.0       0.6       3.8
RAG    20180202            4.6      -0.7       1.1
RAG    20180203            1.5      -1.2      -0.2
RAG    20180204            2.5      -1.9       0.3
RAG    20180205            5.8      -2.1       1.5
RAG    20180206            3.7      -2.2       0.0
RAG    20180207            1.5      -1.7       0.3
RAG    20180208            1.9       0.2       0.8
RAG    20180209            5.1      -2.7       1.0
RAG    20180210            2.4      -0.1       1.0
RAG    20180211            4.7      -1.1       1.7
RAG    20180212            3.1      -3.1       0.4
RAG    20180213            2.7      -5.7      -1.8
RAG    20180214            2.6      -4.9      -1.8
RAG    20180215            3.3      -2.5       0.1
RAG    20180216            5.0       2.1       3.7
RAG    20180217            7.3       0.9       3.7
RAG    20180218            2.8       0.5       1.5
RAG    20180219            4.6      -0.7       1.3
RAG    20180220            2.1      -1.4       0.1
RAG    20180221            2.1      -1.5      -0.3
RAG    20180222            1.3      -1.2      -0.5
RAG    20180223            1.8      -1.6      -0.6
RAG    20180224            3.3      -3.6      -0.4
RAG    20180225           -0.8      -6.4      -3.9
RAG    20180226           -6.2     -10.1      -8.3
RAG    20180227           -5.5     -10.9      -8.7
RAG    20180228            1.8     -10.6      -4.1
RAG    20180301            8.2      -3.6       1.5
RAG    20180302           -0.4      -5.8      -2.8
RAG    20180303            8.7      -3.0       2.4
RAG    20180304           15.1       1.9       8.1
RAG    20180305           14.2       1.7       7.8
RAG    20180306            8.2       1.1       4.7
RAG    20180307            6.7       1.7       4.7
RAG    20180308           12.1       1.6       6.3
RAG    20180309           14.9       3.1       9.0
RAG    20180310           14.3       9.3      11.8
RAG    20180311           17.5       8.2      11.8
RAG    20180312           13.2       5.0       8.2
RAG    20180313           10.8       3.0       6.8
RAG    20180314           14.5       4.8       8.5
RAG    20180315           14.6       7.2      10.6
RAG    20180316           13.1       3.9       8.0
RAG    20180317            9.0       2.2       5.5
RAG    20180318            3.0       0.2       1.5
RAG    20180319            0.3      -1.3      -0.6
RAG    20180320            0.2      -2.8      -1.2
RAG    20180321            2.4      -2.8      -0.4
RAG    20180322            6.0      -3.6       0.6
RAG    20180323            9.4      -0.2       3.1
RAG    20180324           13.6       1.2       6.6
RAG    20180325           14.6       1.8       7.3
RAG    20180326            9.2       3.4       5.9
RAG    20180327           10.0       3.1       5.9
RAG    20180328           13.1       4.5       8.6
RAG    20180329            8.6       3.8       6.4
RAG    20180330           16.8       3.0       8.0
RAG    20180331            6.1       0.6       3.7
RAG    20180401           10.1       2.7       5.8
RAG    20180402           16.9       2.8      10.0
RAG    20180403           18.1      12.0      14.2
RAG    20180404           19.6       7.9      13.0
RAG    20180405           14.0       5.2       9.6
RAG    20180406           18.9       5.7      12.0
RAG    20180407           24.7       9.1      16.5
RAG    20180408           21.9      12.2      16.5
RAG    20180409           21.1      12.4      16.1
RAG    20180410           20.9      10.3      14.7
RAG    20180411           18.1       7.4      13.2
RAG    20180412           15.5       8.9      11.6
RAG    20180413           18.7       9.5      13.6
RAG    20180414           20.6       6.9      13.9
RAG    20180415           17.3       7.1      13.0
RAG    20180416           14.6       9.7      12.0
RAG    20180417           21.5       7.6      15.1
RAG    20180418           24.0       9.3      16.7
RAG    20180419           25.3      11.4      17.9
RAG    20180420           26.2      11.8      18.8
RAG    20180421           27.3      11.9      18.9
RAG    20180422           27.0      12.4      19.3
RAG    20180423           25.4      12.2      16.9
RAG    20180424           22.7       9.8      16.1
RAG    20180425           24.3       9.7      17.6
RAG    20180426           14.6       7.1      11.3
RAG    20180427           24.9       5.7      16.1
RAG    20180428           26.2       8.4      17.6
RAG    20180429           25.5      14.1      19.4
RAG    20180430           20.9       7.7      14.1
RAG    20180501           14.3       9.7      11.5
RAG    20180502           17.0       9.0      12.2
RAG    20180503           14.9      10.8      12.6
RAG    20180504           21.2      12.3      16.3
RAG    20180505           24.4      10.7      17.9
RAG    20180506           24.5      11.1      18.4
RAG    20180507           23.4       9.6      16.8
RAG    20180508           24.7      12.3      19.0
RAG    20180509           22.5       9.8      15.7
RAG    20180510           17.8      10.5      13.5
RAG    20180511           21.0       8.2      14.7
RAG    20180512           25.3      12.2      18.9
RAG    20180513           21.6      11.2      15.8
RAG    20180514           14.2       8.4      11.2
RAG    20180515           16.8       8.0      10.4
RAG    20180516           14.0       9.0      11.2
RAG    20180517           15.4      10.3      12.5
RAG    20180518           21.1       8.9      14.8
RAG    20180519           19.1       8.7      13.7
RAG    20180520           17.0      10.6      13.6
RAG    20180521           24.3      11.3      17.1
RAG    20180522           21.7      11.9      17.3
RAG    20180523           22.1      11.8      17.3
RAG    20180524           22.7      13.4      17.8
RAG    20180525           26.4      12.8      19.6
RAG    20180526           27.5      15.1      21.0
RAG    20180527           26.7      15.5      20.6
RAG    20180528           28.3      14.9      21.7
RAG    20180529           23.2      14.5      19.4
RAG    20180530           28.1      13.6      19.8
RAG    20180531           26.1      15.4      20.2
RAG    20180601           24.4      15.4      19.4
RAG    20180602           25.1      13.8      20.0
RAG    20180603           27.1      14.5      21.2
RAG    20180604           26.9      16.0      20.3
RAG    20180605           26.6      13.8      19.7
RAG    20180606           27.4      14.9      20.1
RAG    20180607           25.1      15.2      20.0
RAG    20180608           24.2      14.7      18.2
RAG    20180609           27.2      13.1      20.1
RAG    20180610           27.8      15.1      21.9
RAG    20180611           24.1      17.6      20.7
RAG    20180612           22.1      15.5      17.7
RAG    20180613           15.8      11.9      13.9
RAG    20180614           21.2      10.0      15.8
RAG    20180615           23.3      10.0      17.7
RAG    20180616           25.1      12.1      18.9
RAG    20180617           22.9      12.8      18.1
RAG    20180618           23.6      14.8      18.6
RAG    20180619           26.0      13.1      20.4
RAG    20180620           29.5      15.8      23.0
RAG    20180621           28.9      15.7      22.6
RAG    20180622           20.5      12.3      15.7
RAG    20180623           21.4       8.3      15.6
RAG    20180624           22.0       9.7      16.3
RAG    20180625           21.6      12.4      17.2
RAG    20180626           24.5      10.5      18.6
RAG    20180627           25.2      16.0      19.6
RAG    20180628           20.0      10.3      16.2
RAG    20180629           25.4      11.8      19.4
RAG    20180630           29.5      15.1      23.2
RAG    20180701           28.5      16.3      23.0
RAG    20180702           29.0      15.6      22.4
RAG    20180703           24.8      17.2      19.6
RAG    20180704           26.4      16.5      20.9
RAG    20180705           23.4      15.5      18.9
RAG    20180706           19.5      15.1      17.2
RAG    20180707           25.5      14.8      19.8
RAG    20180708           27.1      14.2      21.2
RAG    20180709           27.2      14.4      21.3
RAG    20180710           22.0      13.8      18.7
RAG    20180711           21.8      12.7      17.6
RAG    20180712           25.2      10.4      18.6
RAG    20180713           28.0      13.2      21.3
RAG    20180714           29.3      16.4      22.4
RAG    20180715           29.5      16.7      21.1
RAG    20180716           27.8      15.3      21.5
RAG    20180717           26.0      14.3      20.2
RAG    20180718           29.6      15.0      22.3
RAG    20180719           29.8      14.9      23.2
RAG    20180720           29.5      17.0      21.0
RAG    20180721           20.9      16.3      18.2
RAG    20180722           23.2      16.3      19.0
RAG    20180723           24.7      16.8      19.6
RAG    20180724           29.5      16.4      22.5
RAG    20180725           30.4      16.7      23.8
RAG    20180726           30.3      17.5      24.3
RAG    20180727           30.7      16.6      23.9
RAG    20180728           26.0      17.4      20.8
RAG    20180729           30.2      16.3      23.3
RAG    20180730           32.4      18.7      25.9
RAG    20180731           33.2      19.0      26.2
RAG    20180801           32.4      18.1      24.0
RAG    20180802           29.4      17.2      22.3
RAG    20180803           32.0      18.6      25.1
RAG    20180804           32.8      19.4      26.0
RAG    20180805           32.2      19.4      26.5
RAG    20180806           30.9      18.8      23.9
RAG    20180807           31.4      18.0      23.9
RAG    20180808           28.9      18.8      22.7
RAG    20180809           33.0      17.1      23.3
RAG    20180810           19.6      14.1      17.1
RAG    20180811           23.4      14.3      18.8
RAG    20180812           28.0      14.1      21.3
RAG    20180813           26.2      17.0      20.4
RAG    20180814           24.0      16.5      18.5
RAG    20180815           25.6      15.3      20.1
RAG    20180816           28.1      14.3      21.3
RAG    20180817           30.0      16.6      21.8
RAG    20180818           27.3      17.4      21.6
RAG    20180819           29.0      16.5      21.7
RAG    20180820           28.5      17.1      22.3
RAG    20180821           29.3      15.6      21.6
RAG    20180822           28.8      16.2      22.2
RAG    20180823           28.3      17.8      21.2
RAG    20180824           22.1      14.5      18.1
RAG    20180825           16.4      10.9      13.7
RAG    20180826           19.2      10.0      13.7
RAG    20180827           25.0      11.5      17.8
RAG    20180828           26.9      12.5      20.1
RAG    20180829           29.6      16.5      20.9
RAG    20180830           18.9      15.6      16.9
RAG    20180831           16.3      13.5      14.9
RAG    20180901           13.5      12.0      12.9
RAG    20180902           19.8      11.8      14.7
RAG    20180903           19.5      12.4      15.8
RAG    20180904           23.0      11.6      17.2
RAG    20180905           24.3      12.4      18.6
RAG    20180906           24.0      14.4      18.7
RAG    20180907           21.3      14.4      17.1
RAG    20180908           22.9      13.9      17.8
RAG    20180909           25.0      13.6      18.7
RAG    20180910           25.7      14.9      19.4
RAG    20180911           26.9      15.4      20.2
RAG    20180912           27.8      15.8      21.1
RAG    20180913           25.8      16.6      20.3
RAG    20180914           22.0      15.7      18.2
RAG    20180915           21.8      15.0      18.3
RAG    20180916           21.2      14.2      18.0
RAG    20180917           25.8      13.7      19.1
RAG    20180918           24.5      15.4      19.4
RAG    20180919           26.2      14.8      19.2
RAG    20180920           26.1      14.8      19.6
RAG    20180921           26.7      11.6      19.5
RAG    20180922           18.7      11.0      14.6
RAG    20180923           24.5      11.9      18.4
RAG    20180924           13.7       5.9      10.3
RAG    20180925           15.9       3.7       9.8
RAG    20180926           18.4       6.5      12.4
RAG    20180927           21.6       9.6      14.7
RAG    20180928           21.5       9.4      15.9
RAG    20180929           17.6       9.7      13.8
RAG    20180930           21.1       7.5      14.7
RAG    20181001           13.4       6.8       9.4
RAG    20181002           14.3       5.9       9.8
RAG    20181003           15.7       9.2      11.6
RAG    20181004           19.1       7.4      12.8
RAG    20181005           21.8      10.2      15.3
RAG    20181006           22.5      13.9      17.3
RAG    20181007           21.4      11.3      16.4
RAG    20181008           20.8       9.9      14.9
RAG    20181009           20.4       8.5      14.4
RAG    20181010           26.1      13.4      19.4
RAG    20181011           22.4      16.1      19.4
RAG    20181012           25.3      13.3      17.9
RAG    20181013           23.3      12.2      17.5
RAG    20181014           25.5      14.2      19.3
RAG    20181015           23.7      14.8      18.6
RAG    20181016           22.5      10.9      15.6
RAG    20181017           21.5       9.3      14.2
RAG    20181018           18.2       7.9      12.5
RAG    20181019           17.4       7.3      12.3
RAG    20181020           16.9       5.8      10.8
RAG    20181021           14.5       3.4       9.3
RAG    20181022           12.4       3.7       7.7
RAG    20181023           14.6       4.5       9.9
RAG    20181024           12.6       9.9      11.5
RAG    20181025           18.9       8.4      12.9
RAG    20181026           16.5       5.8      10.5
RAG    20181027           10.3       0.7       6.2
RAG    20181028            3.8       0.4       2.3
RAG    20181029            9.8       3.1       5.8
RAG    20181030           13.1       4.4       8.0
RAG    20181031           17.2       9.4      13.0
RAG    20181101           14.8       6.3      11.3
RAG    20181102           13.2       5.6       9.5
RAG    20181103           14.6       5.0       9.5
RAG    20181104           14.5       3.2       9.3
RAG    20181105           20.6      11.7      15.8
RAG    20181106           21.6       7.6      15.6
RAG    20181107           20.9       5.1      10.8
RAG    20181108           13.3       6.5      10.0
RAG    20181109           15.2       5.3      10.2
RAG    20181110           19.9       7.7      15.2
RAG    20181111           20.3       7.5      14.1
RAG    20181112           21.3      13.8      17.5
RAG    20181113           15.9       7.8      12.0
RAG    20181114           14.5       4.0       8.2
RAG    20181115            9.1       2.2       5.0
RAG    20181116            6.4      -0.3       3.3
RAG    20181117            6.9      -0.9       2.4
RAG    20181118            3.1      -3.3       0.7
RAG    20181119            2.7      -1.4       1.0
RAG    20181120            4.9      -1.3       1.7
RAG    20181121            5.3       0.8       2.3
RAG    20181122            9.0       1.4       4.3
RAG    20181123           12.0       1.1       7.8
RAG    20181124           12.1       1.7       5.5
RAG    20181125           11.0      -0.3       4.2
RAG    20181126            5.3       3.1       4.0
RAG    20181127            3.9       2.5       3.1
RAG    20181128            7.5       0.3       3.8
RAG    20181129           11.1       3.1       5.8
RAG    20181130            7.7       1.3       4.9
RAG    20181201            9.3       2.9       5.8
RAG    20181202           11.4       6.6       8.4
RAG    20181203           11.9       6.7       8.8
RAG    20181204            8.7       5.3       7.3
RAG    20181205            9.6       4.9       7.6
RAG    20181206           10.8       6.6       8.3
RAG    20181207           12.2       5.9       8.4
RAG    20181208            7.8       4.2       6.2
RAG    20181209            8.9       3.3       5.6
RAG    20181210            6.2       2.5       4.2
RAG    20181211            3.9      -0.9       1.3
RAG    20181212            0.4      -5.1      -2.6
RAG    20181213            3.2      -5.8      -1.4
RAG    20181214           -0.1      -4.5      -1.7
RAG    20181215            0.2      -4.2      -2.5
RAG    20181216            2.3      -1.7       0.7
RAG    20181217            3.2      -1.5       1.2
RAG    20181218            5.0       0.6       2.6
RAG    20181219            7.8      -0.2       3.2
RAG    20181220            6.4       1.0       3.6
RAG    20181221            9.2       1.6       4.8
RAG    20181222           11.6       3.9       6.7
RAG    20181223            7.2       4.9       6.1
RAG    20181224            9.6       1.4       5.0
RAG    20181225            4.1       0.0       1.2
RAG    20181226            4.8      -1.7       0.7
RAG    20181227            6.6      -3.8       1.0
RAG    20181228            4.7      -3.1       0.2
RAG    20181229            0.7      -0.9       0.1
RAG    20181230            4.9      -0.4       2.7
RAG    20181231            3.8       0.9       2.6

stn    time           tre200dx  tre200dn  tre200d0
BAS    20180101            9.7       4.9       7.7
BAS    20180102            7.9       3.7       5.9
BAS    20180103           15.3       4.2       9.2
BAS    20180104           14.4       4.7      10.0
BAS    20180105           14.6       7.1       9.3
BAS    20180106           10.4       6.8       8.0
BAS    20180107            7.7       4.9       6.6
BAS    20180108            5.1       3.3       4.2
BAS    20180109            6.4       3.3       4.8
BAS    20180110            6.2       2.7       4.5
BAS    20180111            7.4       3.0       5.4
BAS    20180112            5.6       3.8       4.6
BAS    20180113            5.9       0.6       3.3
BAS    20180114            3.2      -1.4       0.8
BAS    20180115            9.0      -1.0       3.4
BAS    20180116           11.1       4.4       7.7
BAS    20180117            5.8       0.7       3.7
BAS    20180118           11.1       3.9       7.7
BAS    20180119            7.2       3.0       4.8
BAS    20180120            9.6       2.8       6.0
BAS    20180121            8.1       2.3       4.8
BAS    20180122           11.8       2.5       9.1
BAS    20180123            8.8       3.5       6.6
BAS    20180124           12.4       4.8       7.8
BAS    20180125           12.3       2.8       7.3
BAS    20180126            8.1       4.7       6.5
BAS    20180127            7.2       5.3       6.2
BAS    20180128           10.3       4.6       7.2
BAS    20180129            9.1       6.1       7.7
BAS    20180130           10.3       6.1       8.2
BAS    20180131            9.5       2.3       6.7
BAS    20180201            6.7       1.8       3.8
BAS    20180202            5.1      -1.2       1.5
BAS    20180203            4.5      -1.7       1.7
BAS    20180204            5.6      -1.7       1.1
BAS    20180205            3.6      -1.0       0.5
BAS    20180206            4.4      -1.2       0.8
BAS    20180207            1.4      -1.0       0.2
BAS    20180208            1.5      -0.6       0.4
BAS    20180209            4.9       0.1       1.9
BAS    20180210            2.6      -0.2       1.2
BAS    20180211            4.1       0.2       2.1
BAS    20180212            4.2      -1.7       1.5
BAS    20180213            2.7      -4.3      -0.6
BAS    20180214            4.8      -1.9       0.6
BAS    20180215            4.6      -0.7       1.9
BAS    20180216            8.1       4.4       6.1
BAS    20180217            5.9       0.1       2.7
BAS    20180218            1.8      -0.1       0.8
BAS    20180219            2.4       0.1       1.0
BAS    20180220            1.8      -0.3       0.6
BAS    20180221            4.0      -1.3       1.2
BAS    20180222            0.3      -2.3      -0.7
BAS    20180223           -0.1      -1.0      -0.7
BAS    20180224            2.9      -1.3       0.5
BAS    20180225            0.6      -5.4      -3.0
BAS    20180226           -3.3      -8.3      -6.2
BAS    20180227           -4.7     -10.6      -7.4
BAS    20180228           -0.9     -11.1      -5.8
BAS    20180301           -0.7      -6.2      -3.1
BAS    20180302            0.2      -4.3      -2.0
BAS    20180303            2.5      -3.1       0.4
BAS    20180304           11.4       1.4       6.1
BAS    20180305           12.4       1.3       6.3
BAS    20180306           10.1       0.3       5.3
BAS    20180307           10.5       1.7       5.7
BAS    20180308           13.7       2.2       7.8
BAS    20180309           15.9       5.2      10.2
BAS    20180310           11.7       6.8       9.1
BAS    20180311           11.5       5.9       9.1
BAS    20180312           13.3       4.9       9.3
BAS    20180313            9.7       6.0       7.8
BAS    20180314           13.7       5.8       9.1
BAS    20180315           10.2       4.2       7.2
BAS    20180316           13.0       2.5       7.5
BAS    20180317            4.3      -1.3       2.2
BAS    20180318           -0.7      -3.2      -1.8
BAS    20180319            0.6      -1.9      -0.5
BAS    20180320            2.5      -2.2      -0.1
BAS    20180321            6.5      -3.2       1.5
BAS    20180322            6.8      -4.5       1.2
BAS    20180323            9.8       0.4       4.6
BAS    20180324           12.9      -0.8       5.2
BAS    20180325           15.2       0.8       8.1
BAS    20180326           11.2       2.3       7.4
BAS    20180327           11.6       3.1       7.6
BAS    20180328           13.2       6.6      10.2
BAS    20180329            9.0       4.2       6.6
BAS    20180330           13.5       3.5       6.6
BAS    20180331           10.0       4.7       6.7
BAS    20180401           10.2       2.0       6.2
BAS    20180402           15.2       1.3       8.9
BAS    20180403           20.6       5.7      13.9
BAS    20180404           18.8       8.6      11.2
BAS    20180405           14.0       4.8       9.5
BAS    20180406           18.3       1.3      10.5
BAS    20180407           24.2       4.4      15.0
BAS    20180408           24.8       9.1      16.9
BAS    20180409           19.9      11.1      14.5
BAS    20180410           13.1       4.2       9.4
BAS    20180411           19.4       2.1      11.4
BAS    20180412           19.8       7.9      13.1
BAS    20180413           17.4       8.9      12.4
BAS    20180414           20.1       6.5      13.6
BAS    20180415           19.8       8.5      14.5
BAS    20180416           20.7      11.1      15.2
BAS    20180417           23.0       8.7      15.5
BAS    20180418           26.0       6.8      17.5
BAS    20180419           27.1       8.9      18.3
BAS    20180420           27.6       9.8      18.7
BAS    20180421           28.3      10.3      19.6
BAS    20180422           27.6      12.6      20.0
BAS    20180423           20.7      12.5      16.1
BAS    20180424           23.0      11.7      16.8
BAS    20180425           22.4      11.8      17.1
BAS    20180426           16.3       8.9      12.7
BAS    20180427           22.8       3.6      14.7
BAS    20180428           20.4       9.8      14.6
BAS    20180429           23.0       8.9      15.8
BAS    20180430           19.6       9.0      13.5
BAS    20180501           14.2       6.8      10.2
BAS    20180502           16.0       7.2      11.5
BAS    20180503           15.1       9.9      12.4
BAS    20180504           17.9      11.0      14.8
BAS    20180505           24.5      11.9      17.8
BAS    20180506           26.3      11.0      18.9
BAS    20180507           25.7       8.9      17.8
BAS    20180508           26.7      10.5      19.0
BAS    20180509           22.9      12.1      17.1
