stn    time           tre200dx  tre200dn  tre200d0
SAM    20180420           15.5      -3.4       5.3
SAM    20180421           16.6      -2.5       5.9
SAM    20180422           16.4      -2.9       6.5
SAM    20180423           17.0      -1.0       7.5
SAM    20180424           16.5       0.7       8.0
SAM    20180425           16.5      -0.9       8.2
SAM    20180426           13.8      -1.3       5.9
SAM    20180427           12.8      -1.9       5.3
SAM    20180428           16.3      -2.2       7.3
SAM    20180429           12.5       3.1       7.5
SAM    20180430           10.1      -1.0       5.4
SAM    20180501            9.9       2.0       5.3
SAM    20180502            8.7       2.2       5.6
SAM    20180503           14.9       4.9       8.8
SAM    20180504           15.9       5.1       9.9
SAM    20180505           15.8       2.3       8.9
SAM    20180506           19.4      -0.2      10.3
SAM    20180507           15.4       2.3       9.0
SAM    20180508           17.6       0.0       9.3
SAM    20180509           15.0       0.0       7.5
SAM    20180510           13.6       1.3       8.1
SAM    20180511           15.4       0.3       8.0
SAM    20180512           14.5       1.3       8.5
SAM    20180513           12.2       3.0       7.2
SAM    20180514            7.8       2.6       5.2
SAM    20180515           10.8       1.3       4.3
SAM    20180516           12.5       0.1       5.6
SAM    20180517           12.9      -0.1       6.2
SAM    20180518           15.3      -2.1       6.4
SAM    20180519           11.0       1.7       6.6
SAM    20180520           10.9       3.5       6.9
SAM    20180521           14.3       0.8       8.0
SAM    20180522           13.1       0.4       7.7
SAM    20180523           16.1       4.2       9.8
SAM    20180524           17.2       3.0      10.5
SAM    20180525           19.3       2.8      11.2
SAM    20180526           20.2       0.8      12.0
SAM    20180527           20.9       4.5      11.7
SAM    20180528           17.7       3.7      10.5
SAM    20180529           17.8       4.8      11.4
SAM    20180530           19.0       1.9      10.3
SAM    20180531           17.2       6.3      11.0
SAM    20180601           18.2       3.6      11.6
SAM    20180602           18.5       6.5      11.6
SAM    20180603           20.0       6.6      12.3
SAM    20180604           17.5       3.3      11.2
SAM    20180605           18.7       4.5      11.6
SAM    20180606           17.8       5.4      12.2
SAM    20180607           18.1       8.7      12.4
SAM    20180608           16.8       5.6      11.0
SAM    20180609           21.0       2.7      12.1
SAM    20180610           21.0       4.6      13.7
SAM    20180611           18.9       5.0      12.7
SAM    20180612           18.1       8.1      12.4
SAM    20180613           12.8       6.7       9.1
SAM    20180614           16.7       4.7      10.5
SAM    20180615           18.6      -0.5      10.2
SAM    20180616           20.4       1.4      12.0
SAM    20180617           19.2       2.2      12.5
SAM    20180618           19.1       2.6      12.4
SAM    20180619           21.6       1.0      12.7
SAM    20180620           21.5       3.5      13.3
SAM    20180621           22.4       8.6      15.7
SAM    20180622           15.2       0.0      10.3
SAM    20180623           16.0      -3.5       7.6
SAM    20180624           15.0      -1.1       7.9
SAM    20180625           16.0       1.0       9.5
SAM    20180626           19.0      -1.1      10.4
SAM    20180627           18.5       1.7      10.7
SAM    20180628           16.9       0.1       9.1
SAM    20180629           21.3       0.3      12.2
SAM    20180630           24.7       4.6      15.0
SAM    20180701           24.9       4.0      16.1
SAM    20180702           22.0       8.2      15.2
SAM    20180703           22.7       4.9      11.7
SAM    20180704           20.2       6.2      12.6
SAM    20180705           18.2       7.5      11.2
SAM    20180706           16.0       7.6      11.8
SAM    20180707           19.3       2.4      11.7
SAM    20180708           21.2       0.9      12.1
SAM    20180709           21.5       2.4      13.2
SAM    20180710           19.2       3.1      11.1
SAM    20180711           19.6       4.3      12.1
SAM    20180712           18.4       1.9      10.7
SAM    20180713           21.7       4.9      13.3
SAM    20180714           20.6       4.1      13.0
SAM    20180715           20.2       8.6      13.1
SAM    20180716           19.7       7.3      12.7
SAM    20180717           18.5       4.8      12.5
SAM    20180718           22.1       2.1      12.3
SAM    20180719           23.1       1.9      13.4
SAM    20180720           22.2       5.2      13.0
SAM    20180721           11.8       8.1      10.3
SAM    20180722           18.4       8.4      12.5
SAM    20180723           19.4       4.9      12.6
SAM    20180724           22.3       2.3      13.3
SAM    20180725           22.7       5.0      14.2
SAM    20180726           22.7       4.3      14.5
SAM    20180727           22.1       6.3      14.5
SAM    20180728           20.1       6.3      12.5
SAM    20180729           21.9       4.9      13.6
SAM    20180730           24.7       5.3      14.1
SAM    20180731           25.3       8.4      16.1
SAM    20180801           23.9       7.1      15.4
SAM    20180802           20.7      10.3      15.0
SAM    20180803           23.4       6.2      15.2
SAM    20180804           24.6       8.5      15.5
SAM    20180805           24.8       6.4      15.8
SAM    20180806           24.0       9.9      15.6
SAM    20180807           21.3       8.1      13.9
SAM    20180808           22.2       5.8      15.0
SAM    20180809           21.2       9.5      14.3
SAM    20180810           19.7       7.0      13.5
SAM    20180811           21.1       5.8      13.0
SAM    20180812           19.6       4.9      11.6
SAM    20180813           17.9       3.5      10.1
SAM    20180814           17.5       5.8      11.6
SAM    20180815           19.7       5.4      13.1
SAM    20180816           19.8       2.2      12.7
SAM    20180817           22.2       9.6      14.6
SAM    20180818           20.5      10.0      13.2
SAM    20180819           21.6       8.6      12.9
SAM    20180820           21.7       8.1      13.1
SAM    20180821           20.7       6.8      13.1
SAM    20180822           19.8       7.8      13.6
SAM    20180823           20.0       7.6      12.5
SAM    20180824           18.6       8.7      12.4
SAM    20180825           15.6       5.1       9.4
SAM    20180826           12.2      -0.9       5.7
SAM    20180827           20.6      -2.1      10.0
SAM    20180828           21.3       0.4      11.2
SAM    20180829           21.1       3.0      12.8
SAM    20180830           20.5       9.1      13.9
SAM    20180831            9.2       6.7       8.1
SAM    20180901           10.0       4.0       7.1
SAM    20180902           11.4       3.3       7.3
SAM    20180903           13.8       3.8       8.6
SAM    20180904           18.3       1.8       9.7
SAM    20180905           18.3       3.3      10.9
SAM    20180906           18.3       6.9      12.1
SAM    20180907           14.7       3.0      10.3
SAM    20180908           17.9       2.1       9.9
SAM    20180909           19.4       1.8      10.3
SAM    20180910           20.1       3.0      10.8
SAM    20180911           21.9       1.8      10.4
SAM    20180912           22.1       1.1      11.4
SAM    20180913           20.3       3.3      11.5
SAM    20180914           18.5       6.5      11.7
SAM    20180915           18.5       6.3      11.8
SAM    20180916           17.5       2.4      11.3
SAM    20180917           18.7       6.4      11.7
SAM    20180918           16.7       6.9      11.1
SAM    20180919           19.6       2.8      10.5
SAM    20180920           20.8       0.5       9.9
SAM    20180921           18.9       2.7      11.5
SAM    20180922           18.3       5.9      12.6
SAM    20180923           22.8       7.9      15.6
SAM    20180924            9.6      -3.8       5.3
SAM    20180925           13.8      -6.0       2.5
SAM    20180926           14.4      -5.1       3.9
SAM    20180927           19.2      -4.2       6.7
SAM    20180928           21.1      -3.0       8.7
SAM    20180929           16.3       0.5       7.3
SAM    20180930           17.0      -1.0       7.6
SAM    20181001            6.9       0.0       3.1
SAM    20181002            9.3      -3.9       3.6
SAM    20181003           13.3      -3.1       5.1
SAM    20181004           14.5      -5.3       4.9
SAM    20181005           16.1      -3.0       6.0
SAM    20181006           12.7       1.9       7.2
SAM    20181007           15.2       0.9       7.0
SAM    20181008           16.1      -0.1       7.6
SAM    20181009           15.7      -1.2       7.1
SAM    20181010           14.2       1.1       7.0
SAM    20181011           11.8       0.4       7.2
SAM    20181012           16.4       1.1       7.5
SAM    20181013           15.4      -2.8       6.7
SAM    20181014           13.2      -3.3       5.8
SAM    20181015           11.4       4.7       7.8
SAM    20181016           12.6      -0.6       5.5
SAM    20181017           15.3      -4.1       4.9
SAM    20181018           14.8      -2.2       4.8
SAM    20181019           17.2      -4.3       4.7
SAM    20181020           16.4      -4.4       4.3
SAM    20181021           14.1      -6.5       2.5
SAM    20181022           13.6      -8.4       1.7
SAM    20181023           13.7      -7.1       4.1
SAM    20181024           13.0       3.4       9.2
SAM    20181025           16.6      -3.2       4.9
SAM    20181026           11.4      -7.5       4.2
SAM    20181027            6.6       0.0       2.9
SAM    20181028            2.1      -0.1       0.6
SAM    20181029            8.2       0.6       2.3
SAM    20181030            3.2      -0.5       1.6
SAM    20181031            5.1      -3.5       1.6
SAM    20181101            5.5      -1.6       1.6
SAM    20181102            5.4      -3.4       1.2
SAM    20181103            6.2      -2.3       1.8
SAM    20181104            6.9      -3.3       1.5
SAM    20181105            7.2       0.5       3.0
SAM    20181106            7.8       0.2       3.4
SAM    20181107            7.1       1.4       3.9
SAM    20181108            6.5       1.1       3.5
SAM    20181109            5.8       1.1       3.4
SAM    20181110            5.8       1.2       3.7
SAM    20181111            5.7       2.3       4.1
SAM    20181112            8.8       1.5       4.4
SAM    20181113            9.9      -2.7       2.7
SAM    20181114           10.1      -6.3      -0.4
SAM    20181115            9.3      -8.7      -1.7
SAM    20181116            7.1      -7.6      -0.7
SAM    20181117            2.8      -8.1      -1.7
SAM    20181118            1.5     -10.0      -5.2
SAM    20181119           -3.3      -6.2      -5.0
SAM    20181120           -0.5     -13.0      -5.7
SAM    20181121            0.7     -15.2      -6.0
SAM    20181122            3.6      -9.8      -2.2
SAM    20181123            1.4     -12.6      -4.2
SAM    20181124            2.8      -3.8       0.1
SAM    20181125           -0.3     -11.6      -5.1
SAM    20181126           -0.3     -11.5      -5.0
SAM    20181127           -0.7      -7.5      -2.9
SAM    20181128           -2.8     -15.8      -9.1
SAM    20181129            4.1     -10.3      -3.5
SAM    20181130            1.7      -7.0      -2.7
SAM    20181201            2.5      -8.5      -3.4
SAM    20181202            1.4      -7.9      -1.9
SAM    20181203            4.4      -1.6       1.3
SAM    20181204            3.4      -6.0      -0.4
SAM    20181205            2.5      -8.5      -2.5
SAM    20181206            2.7      -6.5      -1.2
SAM    20181207            6.2      -7.4      -0.1
SAM    20181208            0.3      -8.2      -3.3
SAM    20181209            1.6      -6.3      -1.0
SAM    20181210           -2.0      -5.8      -4.2
SAM    20181211           -4.3     -22.4      -9.8
SAM    20181212          -11.3     -25.4     -20.1
SAM    20181213          -10.7     -24.8     -19.2
SAM    20181214           -9.1     -23.4     -17.5
SAM    20181215          -10.3     -24.5     -18.4
SAM    20181216           -2.7     -15.8      -8.2
SAM    20181217           -1.1     -16.2      -9.6
SAM    20181218           -6.3     -20.4     -14.1
SAM    20181219           -0.7     -15.7      -6.0
SAM    20181220           -1.7     -17.7      -9.6
SAM    20181221            0.4     -17.0      -7.0
SAM    20181222            7.3      -7.3       0.8
SAM    20181223            3.4      -7.4      -1.3
SAM    20181224            4.3     -16.5      -3.4
SAM    20181225           -6.7     -21.2     -14.3
SAM    20181226           -3.7     -18.8     -12.6
SAM    20181227           -2.8     -17.5     -11.1
SAM    20181228           -0.5     -12.6      -7.3
SAM    20181229            3.0     -16.3      -8.5
SAM    20181230            2.6      -9.6      -3.3
SAM    20181231            2.8     -11.6      -3.6

stn    time           tre200dx  tre200dn  tre200d0
SHA    20180101            8.3       3.8       5.7
SHA    20180102            5.6       3.1       4.4
SHA    20180103           12.3       3.8       6.4
SHA    20180104           11.0       3.5       7.3
SHA    20180105           11.3       5.1       8.5
SHA    20180106            8.1       6.5       7.1
SHA    20180107            7.1       4.4       5.7
SHA    20180108            8.4       3.9       5.2
SHA    20180109            6.5       1.8       4.5
SHA    20180110            4.1      -0.4       1.9
SHA    20180111            7.0       0.2       3.5
SHA    20180112            3.9       2.2       3.1
SHA    20180113            3.9      -1.6       2.2
SHA    20180114            2.2      -2.8       0.0
SHA    20180115            5.3      -0.8       1.7
SHA    20180116            8.5       3.6       5.8
SHA    20180117            4.5       0.7       2.2
SHA    20180118            6.6       0.9       4.0
SHA    20180119            6.2       1.8       4.0
SHA    20180120            5.5       0.9       2.8
SHA    20180121            5.8       0.2       3.1
SHA    20180122            9.6       0.4       6.1
SHA    20180123            7.1       1.6       4.8
SHA    20180124           10.5       2.8       6.0
SHA    20180125           11.3       1.1       5.3
SHA    20180126            9.6       2.3       6.0
SHA    20180127            7.9       5.4       6.5
SHA    20180128           10.1       4.8       6.6
SHA    20180129            8.6       4.5       6.5
SHA    20180130            9.0       5.1       6.8
SHA    20180131            8.6       2.7       5.9
SHA    20180201            6.1      -0.7       2.8
SHA    20180202            4.3      -1.3       1.2
SHA    20180203            4.5      -1.4       0.8
SHA    20180204            4.8      -1.7       0.7
SHA    20180205            2.3      -1.9       0.2
SHA    20180206            0.6      -2.7      -1.1
SHA    20180207            0.7      -2.9      -0.7
SHA    20180208            1.1      -1.3      -0.1
SHA    20180209            1.1      -1.0       0.3
SHA    20180210            2.9      -1.0       0.6
SHA    20180211            2.9      -0.3       1.2
SHA    20180212            3.4      -2.5       0.2
SHA    20180213            2.2      -4.7      -1.8
SHA    20180214            2.7      -6.6      -2.6
SHA    20180215            2.9      -3.5      -0.6
SHA    20180216            6.9       1.9       4.0
SHA    20180217            3.1       0.1       1.7
SHA    20180218            2.6      -0.8       0.3
SHA    20180219            1.1      -0.8       0.2
SHA    20180220            0.8      -1.2      -0.4
SHA    20180221            2.1      -2.2      -0.7
SHA    20180222           -1.3      -3.2      -2.1
SHA    20180223           -1.1      -2.9      -2.2
SHA    20180224            1.8      -4.0      -1.5
SHA    20180225           -2.7      -8.2      -5.8
SHA    20180226           -5.9     -10.5      -8.8
SHA    20180227           -5.5     -11.0      -8.9
SHA    20180228           -3.7     -12.7      -8.2
SHA    20180301           -3.3      -9.3      -6.1
SHA    20180302           -0.7      -7.5      -3.7
SHA    20180303            2.9      -3.6      -0.2
SHA    20180304           11.4       0.4       4.6
SHA    20180305           11.7       1.2       5.9
SHA    20180306           11.2      -0.5       4.5
SHA    20180307            8.1       2.4       4.7
SHA    20180308           10.7       1.0       5.5
SHA    20180309           12.9       3.4       8.0
SHA    20180310           10.9       4.4       7.4
SHA    20180311           10.4       2.0       6.6
SHA    20180312           11.6       5.3       7.7
SHA    20180313            7.3       4.8       5.9
SHA    20180314           12.3       2.9       6.9
SHA    20180315           10.3       0.9       5.8
SHA    20180316           11.7       2.2       6.3
SHA    20180317            7.8      -0.3       3.7
SHA    20180318            0.6      -2.1      -1.1
SHA    20180319            0.1      -2.6      -1.3
SHA    20180320            3.1      -2.6      -0.4
SHA    20180321            4.7      -3.0       0.6
SHA    20180322            5.2      -5.0       0.1
SHA    20180323            8.1      -0.2       3.5
SHA    20180324           11.4      -1.2       4.4
SHA    20180325           13.7      -0.8       6.9
SHA    20180326           10.4       5.0       7.2
SHA    20180327           10.4       3.2       6.2
SHA    20180328           11.8       5.9       8.6
SHA    20180329            9.5       1.1       5.8
SHA    20180330           15.2       0.0       6.2
SHA    20180331            7.2       3.0       4.7
SHA    20180401            9.0       0.8       5.3
SHA    20180402           14.1      -0.7       7.2
SHA    20180403           19.8       5.9      12.5
SHA    20180404           20.7       6.3       9.7
SHA    20180405           12.9       2.6       8.2
SHA    20180406           16.7       1.0       9.1
SHA    20180407           22.3       3.1      12.5
SHA    20180408           23.6       6.2      15.0
SHA    20180409           19.5       8.9      13.8
SHA    20180410           20.3       4.7      11.3
SHA    20180411           19.3       3.2      12.3
SHA    20180412           19.9       8.3      13.7
SHA    20180413           17.6       6.2      11.2
SHA    20180414           19.9       3.9      12.3
SHA    20180415           19.8       6.4      12.9
SHA    20180416           17.6       9.9      12.4
SHA    20180417           21.8       7.1      14.4
SHA    20180418           24.2       7.8      17.2
SHA    20180419           25.1       9.1      17.0
SHA    20180420           26.7       9.0      17.7
SHA    20180421           26.7       9.3      18.3
SHA    20180422           27.3      10.1      19.0
SHA    20180423           23.0      12.1      16.5
SHA    20180424           22.9      10.1      16.0
SHA    20180425           23.0      10.0      17.0
SHA    20180426           14.9       7.9      12.5
SHA    20180427           22.8       6.5      14.7
SHA    20180428           22.0       9.9      16.1
SHA    20180429           26.7       9.7      18.2
SHA    20180430           17.9       8.3      12.6
SHA    20180501           12.4       7.3       9.6
SHA    20180502           16.4       9.4      12.3
SHA    20180503           18.5      10.3      13.9
SHA    20180504           19.8      13.4      16.7
SHA    20180505           24.6      14.3      18.8
SHA    20180506           25.7      14.1      18.9
SHA    20180507           25.7      11.7      18.5
SHA    20180508           25.4      11.3      18.6
SHA    20180509           24.4      11.1      16.0
SHA    20180510           14.8      10.0      12.4
SHA    20180511           21.0       7.9      14.7
SHA    20180512           25.3      10.3      18.3
SHA    20180513           16.0       9.4      13.1
SHA    20180514           11.8       8.6      10.4
SHA    20180515           15.4       9.8      11.5
SHA    20180516           13.1       9.7      11.3
SHA    20180517           15.5      10.0      12.0
SHA    20180518           21.1       8.6      14.4
SHA    20180519           20.3       9.2      14.9
SHA    20180520           18.5       9.8      14.6
SHA    20180521           24.0      10.8      16.5
SHA    20180522           24.6      10.5      17.2
SHA    20180523           22.7      13.0      17.3
SHA    20180524           23.9      13.2      17.7
SHA    20180525           25.9      11.6      19.1
SHA    20180526           27.5      14.2      21.1
SHA    20180527           26.3      15.6      21.4
SHA    20180528           28.0      15.3      22.1
SHA    20180529           24.3      16.5      19.8
SHA    20180530           28.2      13.9      20.4
SHA    20180531           25.6      14.2      19.0
SHA    20180601           24.2      13.2      18.6
SHA    20180602           25.7      13.2      19.6
SHA    20180603           27.0      14.5      21.4
SHA    20180604           28.2      16.1      20.9
SHA    20180605           26.7      15.2      20.1
SHA    20180606           26.8      15.2      21.0
SHA    20180607           25.1      16.7      20.2
SHA    20180608           27.1      14.8      19.2
SHA    20180609           26.4      15.7      20.2
SHA    20180610           27.7      16.7      21.8
SHA    20180611           22.9      16.3      19.3
SHA    20180612           22.1      16.0      18.2
SHA    20180613           16.1      11.0      14.1
SHA    20180614           20.7       8.5      15.4
SHA    20180615           23.7      11.6      17.8
SHA    20180616           25.4      11.9      19.5
SHA    20180617           23.3      15.9      18.2
SHA    20180618           24.4      15.1      19.1
SHA    20180619           26.4      14.0      20.1
SHA    20180620           30.0      15.1      23.1
SHA    20180621           29.1      14.3      22.1
SHA    20180622           20.5      11.1      15.4
SHA    20180623           22.8       8.5      16.0
SHA    20180624           22.7      10.0      16.8
SHA    20180625           22.3      13.3      17.3
SHA    20180626           25.3      11.3      18.8
SHA    20180627           26.2      12.9      19.9
SHA    20180628           22.3      13.2      17.8
SHA    20180629           25.9      15.7      20.0
SHA    20180630           30.9      15.0      23.3
SHA    20180701           29.2      16.7      22.4
SHA    20180702           29.4      15.6      22.6
SHA    20180703           23.3      16.7      19.5
SHA    20180704           28.3      15.8      20.7
SHA    20180705           22.7      15.9      18.4
SHA    20180706           19.9      14.8      16.5
SHA    20180707           25.6      14.2      19.4
SHA    20180708           27.0      14.4      21.1
SHA    20180709           28.3      14.1      21.7
SHA    20180710           24.0      14.6      18.9
SHA    20180711           22.1      11.4      16.8
SHA    20180712           25.7      10.1      18.6
SHA    20180713           28.0      13.7      21.4
SHA    20180714           29.5      15.4      23.0
SHA    20180715           28.4      17.3      22.1
SHA    20180716           28.4      15.3      21.6
SHA    20180717           26.4      14.7      20.3
SHA    20180718           29.4      14.4      22.3
SHA    20180719           30.2      16.3      23.6
SHA    20180720           30.7      16.4      22.7
SHA    20180721           23.4      17.0      19.1
SHA    20180722           24.3      15.9      18.4
SHA    20180723           26.9      16.1      20.6
SHA    20180724           30.7      15.6      23.5
SHA    20180725           32.1      16.7      24.1
SHA    20180726           32.0      17.0      25.0
SHA    20180727           31.9      16.6      24.8
SHA    20180728           23.5      16.9      20.5
SHA    20180729           31.5      15.8      23.2
SHA    20180730           33.3      17.0      25.5
SHA    20180731           35.5      17.2      27.1
SHA    20180801           35.5      20.0      25.3
SHA    20180802           31.1      18.3      24.8
SHA    20180803           33.5      19.6      26.8
SHA    20180804           33.0      20.6      26.2
SHA    20180805           33.3      20.0      26.8
SHA    20180806           33.0      20.1      25.8
SHA    20180807           31.9      19.1      25.0
SHA    20180808           29.8      18.7      22.7
SHA    20180809           30.8      17.3      21.6
SHA    20180810           23.9      14.6      18.7
SHA    20180811           25.0      13.5      18.7
SHA    20180812           30.1      12.4      21.1
SHA    20180813           25.0      15.5      19.3
SHA    20180814           22.5      15.8      18.2
SHA    20180815           26.3      13.1      19.6
SHA    20180816           28.4      14.1      21.3
SHA    20180817           29.0      14.6      20.2
SHA    20180818           27.0      16.4      21.3
SHA    20180819           29.4      17.0      23.5
SHA    20180820           29.6      16.9      23.7
SHA    20180821           31.2      17.0      24.3
SHA    20180822           31.4      17.5      24.3
SHA    20180823           30.3      17.9      22.3
SHA    20180824           24.0      14.9      18.5
SHA    20180825           15.7       9.9      13.0
SHA    20180826           18.8       7.3      12.9
SHA    20180827           24.7      11.5      18.1
SHA    20180828           27.6      15.4      20.7
SHA    20180829           28.6      14.1      19.5
SHA    20180830           20.2      15.0      17.0
SHA    20180831           17.4      12.8      14.9
SHA    20180901           16.2      12.4      14.2
SHA    20180902           16.1      12.6      13.9
SHA    20180903           20.6      12.2      15.9
SHA    20180904           23.9      12.1      17.5
SHA    20180905           25.5      12.6      18.6
SHA    20180906           24.8      13.3      18.8
SHA    20180907           23.3      14.4      18.5
SHA    20180908           23.4      12.5      17.2
SHA    20180909           26.6      10.4      17.9
SHA    20180910           27.0      11.5      19.0
SHA    20180911           28.6      12.1      20.0
SHA    20180912           29.7      13.1      21.4
SHA    20180913           27.1      15.5      18.7
SHA    20180914           22.6      14.2      18.1
SHA    20180915           22.8      12.9      17.3
SHA    20180916           22.1      10.6      16.5
SHA    20180917           26.3      12.1      17.8
SHA    20180918           25.8      12.7      18.7
SHA    20180919           27.0      12.3      19.0
SHA    20180920           27.2      13.8      19.6
SHA    20180921           26.1      11.2      17.3
SHA    20180922           18.5       9.1      13.8
SHA    20180923           25.7      11.5      17.8
SHA    20180924           14.9       5.1      10.2
SHA    20180925           15.9       4.2       9.8
SHA    20180926           18.9       3.1      10.5
SHA    20180927           22.3       5.7      13.1
SHA    20180928           22.6       7.8      15.3
SHA    20180929           17.6       7.9      13.0
SHA    20180930           22.4       5.7      13.6
SHA    20181001           12.2       6.3       9.8
SHA    20181002           12.3       3.9       9.0
SHA    20181003           16.4       8.4      11.6
SHA    20181004           18.5       6.8      12.1
SHA    20181005           20.9       6.3      12.7
SHA    20181006           20.7       9.4      13.8
SHA    20181007           22.1      10.2      15.4
SHA    20181008           20.8      10.7      14.8
SHA    20181009           19.1      11.4      14.8
SHA    20181010           21.2      10.8      15.1
SHA    20181011           17.1       8.4      12.8
SHA    20181012           23.3       8.2      14.6
SHA    20181013           22.3       8.4      14.2
SHA    20181014           22.5       7.5      13.4
SHA    20181015           23.0       5.9      13.5
SHA    20181016           22.0       6.5      12.7
SHA    20181017           20.7       5.7      13.0
SHA    20181018           20.2       8.1      14.0
SHA    20181019           18.1       8.2      12.6
SHA    20181020           16.8       5.9      11.2
SHA    20181021           16.3       4.6       9.8
SHA    20181022           14.9       2.6       8.9
SHA    20181023           13.6       3.4       9.6
SHA    20181024           16.2       9.4      11.6
SHA    20181025           17.9       6.4      11.2
SHA    20181026           15.7       7.2      10.0
SHA    20181027            8.8       2.8       5.3
SHA    20181028            3.2       2.4       2.9
SHA    20181029            6.4       3.0       4.8
SHA    20181030            6.4      -0.1       3.9
SHA    20181031           10.4      -0.2       4.9
SHA    20181101           14.0       2.8       7.5
SHA    20181102           11.7       4.1       8.4
SHA    20181103           13.8       9.1      10.6
SHA    20181104           10.5       9.0       9.5
SHA    20181105           11.4       4.9       8.1
SHA    20181106           12.8       3.3       7.9
SHA    20181107           14.5       4.3       8.4
SHA    20181108           13.6       8.2      10.3
SHA    20181109           14.5       6.3       9.9
SHA    20181110            9.8       7.4       8.3
SHA    20181111           13.2       5.9       9.0
SHA    20181112           12.0       4.5       7.5
SHA    20181113           10.2       5.2       7.5
SHA    20181114            7.0       4.4       5.8
SHA    20181115            6.2       5.1       5.8
SHA    20181116            5.8       2.6       4.2
SHA    20181117            6.8       1.5       3.9
SHA    20181118            3.2      -1.4       0.8
SHA    20181119            2.6       0.3       1.2
SHA    20181120            2.3      -2.0       0.5
SHA    20181121            1.0      -3.0      -0.3
SHA    20181122            1.9      -1.3       0.4
SHA    20181123            2.3      -1.7       0.5
SHA    20181124            9.5       0.5       4.0
SHA    20181125            5.9       1.1       2.7
SHA    20181126            5.1       2.0       3.4
SHA    20181127            3.8       1.7       2.9
SHA    20181128            4.5       2.2       3.1
SHA    20181129            4.3       0.6       2.6
SHA    20181130            5.6      -0.5       3.1
SHA    20181201            7.9       3.7       5.5
SHA    20181202            9.9       4.1       7.9
SHA    20181203           12.6       9.7      10.9
SHA    20181204           10.8       5.2       7.9
SHA    20181205            7.2       3.9       6.0
SHA    20181206           10.2       5.8       8.0
SHA    20181207           11.0       5.9       9.1
SHA    20181208            7.0       4.2       5.5
SHA    20181209            8.3       4.3       6.3
SHA    20181210            6.7       2.0       4.0
SHA    20181211            4.4      -2.7       0.7
SHA    20181212            3.3      -4.5      -0.9
SHA    20181213            1.5      -2.0       0.2
SHA    20181214           -0.6      -3.7      -1.7
SHA    20181215           -0.8      -5.3      -2.5
SHA    20181216            2.2      -4.3      -0.7
SHA    20181217            3.0      -0.9       1.1
SHA    20181218            0.2      -1.9      -0.6
SHA    20181219            2.4      -2.0       0.5
SHA    20181220            7.1       2.2       4.1
SHA    20181221            9.8       3.2       6.9
SHA    20181222           10.7       8.4       9.7
SHA    20181223           11.1       7.2       8.8
SHA    20181224           11.0       1.1       6.1
SHA    20181225            1.1      -2.2      -0.3
SHA    20181226            0.4      -2.6      -0.8
SHA    20181227           -0.7      -3.8      -2.2
SHA    20181228            1.0      -1.7      -0.3
SHA    20181229            0.4      -1.9      -0.6
SHA    20181230            3.5       0.5       2.3
SHA    20181231            5.2       2.2       3.8

stn    time           tre200dx  tre200dn  tre200d0
SIO    20180101            6.7       1.3       3.4
SIO    20180102            6.8       1.0       3.6
SIO    20180103           11.1       1.3       4.7
SIO    20180104            5.9       2.9       4.1
SIO    20180105            7.7       0.5       4.2
SIO    20180106            9.6       0.3       3.8
SIO    20180107           12.8       1.0       6.7
SIO    20180108           10.9       3.5       8.6
SIO    20180109           10.8       2.8       6.6
SIO    20180110            6.6      -0.1       3.1
SIO    20180111            6.6      -0.3       3.6
SIO    20180112            6.1      -1.7       2.2
SIO    20180113            5.8      -3.0      -0.1
SIO    20180114            4.6      -4.2      -0.8
SIO    20180115            4.7      -4.6       0.4
SIO    20180116           11.4       1.1       5.5
SIO    20180117            7.7       1.4       3.8
SIO    20180118            3.3       0.5       2.0
SIO    20180119            8.1       1.3       5.0
SIO    20180120            3.8      -0.3       1.3
SIO    20180121            9.1       2.5       5.9
SIO    20180122            7.7       3.7       5.7
SIO    20180123           10.9       3.3       6.5
SIO    20180124           10.9       0.0       4.7
SIO    20180125           12.9      -0.3       5.3
SIO    20180126           11.4       3.3       6.5
SIO    20180127           10.0       1.4       4.8
SIO    20180128            9.5      -1.1       3.0
SIO    20180129           10.0      -2.2       2.8
SIO    20180130            7.5      -1.3       1.9
SIO    20180131            7.7      -2.4       2.4
SIO    20180201            4.6      -1.6       2.4
SIO    20180202            4.1      -3.0      -0.2
SIO    20180203            4.7      -3.8      -0.3
SIO    20180204            3.4      -3.5       0.0
SIO    20180205            9.2      -2.0       2.7
SIO    20180206           11.0      -1.8       3.2
SIO    20180207            4.3      -0.3       2.3
SIO    20180208            5.7      -2.5       1.8
SIO    20180209            6.6      -4.1       0.3
SIO    20180210            3.8      -2.2       0.7
SIO    20180211            3.5      -0.6       1.1
SIO    20180212            5.1      -4.0       1.3
SIO    20180213            3.4      -5.4      -1.8
SIO    20180214            6.4      -3.4       0.5
SIO    20180215            1.8      -1.7       0.4
SIO    20180216            5.6       1.4       3.5
SIO    20180217            7.3       3.3       5.0
SIO    20180218            8.2       0.6       3.8
SIO    20180219            8.0      -1.0       2.9
SIO    20180220            8.4       0.4       3.7
SIO    20180221            6.6      -2.1       1.6
SIO    20180222            5.1      -2.4       1.0
SIO    20180223            7.5      -3.9       0.1
SIO    20180224            6.1      -3.6       0.6
SIO    20180225            0.6      -3.8      -0.6
SIO    20180226            0.0      -7.3      -4.0
SIO    20180227           -2.0      -8.8      -6.3
SIO    20180228            2.8      -9.6      -3.2
